entity_id,canonical_name,short_name,aliases,level,parent_group,province,city,district,org_type,regulator,website,recruit_url,wechat,source_url,confidence,last_verified
auto-ec4cd3e1d058,山西省地质调查院有限公司,,,地方国企,,,,,soe,官方招聘公告反向核验,,,,https://www.ncss.cn/student/jobs/jobsdetail/index.html?jobId=L2opmA3T6M6N1g2A7CeGTq,official_job_observed,2026-09-06
auto-bec96856cb02,深圳市福田区保安服务有限公司,,,地方国企,,,,,soe,官方招聘公告反向核验,,,,https://www.ncss.cn/student/jobs/jobsdetail/index.html?jobId=88EWqSyAfBSbo88i8cCf4n,official_job_observed,2026-09-06
auto-e8879a725a86,衡阳县天耀新能源有限公司,,,地方国企,,,,,soe,官方招聘公告反向核验,,,,http://job.mohrss.gov.cn/cjobs/jobinfo/showDetail?aab001=36935874,official_job_observed,2026-09-06
auto-fc070a49ee68,上海东方枢纽投资建设发展集团有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-54ca10a1c025,上海东方枢纽投资建设发展集团有限公司【东方枢纽集团,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-021fd4c677b2,上海临港经济发展（集团）有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-3226b526054f,上海临港经济发展（集团）有限公司【临港集团,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-88a972be6cd3,上海久事（集团）有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-da00cfdb1f8b,上海久事（集团）有限公司【久事集团,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-8ea5e0b971e7,上海交易集团有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-b05c03d53df7,上海交易集团有限公司【上海交易集团,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-c2ed0a6a0ec1,上海仪电（集团）有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-5300f7fae311,上海农村商业银行股份有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-74bfa30c7ea3,上海农村商业银行股份有限公司【上海农商银行,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-a3cf9e72e351,上海华虹（集团）有限公司,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
auto-c7ed64c7b7fc,上海华虹（集团）有限公司【华虹集团,,,市属国企,,上海,,,soe,上海市国资委监管单位,,,,https://www.gzw.sh.gov.cn/shgzw_xtdw/index.html,official_discovered,2026-09-06
